Iteration,Time,Fitness,FEvals,Restarts,max_iters,current_restart,group_number,run_number,problem_size,max_iterations,max_attempts,max_restarts
1,0.060321250000001214,1042.0,5.0,75,1,3,3,9,1000,10,100,75
1,0.060321250000001214,1022.0,7.0,75,1,4,3,9,1000,10,100,75
1,0.060321250000001214,1034.0,8.0,75,1,5,3,9,1000,10,100,75
1,0.060321250000001214,1024.0,10.0,75,1,6,3,9,1000,10,100,75
1,0.060321250000001214,1041.0,11.0,75,1,7,3,9,1000,10,100,75
1,0.060321250000001214,1079.0,12.0,75,1,8,3,9,1000,10,100,75
1,0.060321250000001214,968.0,13.0,75,1,9,3,9,1000,10,100,75
1,0.060321250000001214,1034.0,15.0,75,1,10,3,9,1000,10,100,75
1,0.060321250000001214,1036.0,16.0,75,1,11,3,9,1000,10,100,75
1,0.060321250000001214,1075.0,17.0,75,1,12,3,9,1000,10,100,75
1,0.060321250000001214,998.0,18.0,75,1,13,3,9,1000,10,100,75
1,0.060321250000001214,1009.0,20.0,75,1,14,3,9,1000,10,100,75
1,0.060321250000001214,1020.0,21.0,75,1,15,3,9,1000,10,100,75
1,0.060321250000001214,1033.0,22.0,75,1,16,3,9,1000,10,100,75
1,0.060321250000001214,1041.0,24.0,75,1,17,3,9,1000,10,100,75
1,0.060321250000001214,1031.0,26.0,75,1,18,3,9,1000,10,100,75
1,0.060321250000001214,1078.0,27.0,75,1,19,3,9,1000,10,100,75
1,0.060321250000001214,1095.0,28.0,75,1,20,3,9,1000,10,100,75
1,0.060321250000001214,1064.0,29.0,75,1,21,3,9,1000,10,100,75
1,0.060321250000001214,1033.0,30.0,75,1,22,3,9,1000,10,100,75
1,0.060321250000001214,1008.0,31.0,75,1,23,3,9,1000,10,100,75
1,0.060321250000001214,1021.0,33.0,75,1,24,3,9,1000,10,100,75
1,0.060321250000001214,1058.0,34.0,75,1,25,3,9,1000,10,100,75
1,0.060321250000001214,1055.0,35.0,75,1,26,3,9,1000,10,100,75
1,0.060321250000001214,1052.0,37.0,75,1,27,3,9,1000,10,100,75
1,0.060321250000001214,952.0,39.0,75,1,28,3,9,1000,10,100,75
1,0.060321250000001214,1056.0,40.0,75,1,29,3,9,1000,10,100,75
1,0.060321250000001214,1046.0,41.0,75,1,30,3,9,1000,10,100,75
1,0.060321250000001214,1092.0,42.0,75,1,31,3,9,1000,10,100,75
1,0.060321250000001214,1072.0,44.0,75,1,32,3,9,1000,10,100,75
1,0.060321250000001214,1076.0,45.0,75,1,33,3,9,1000,10,100,75
1,0.060321250000001214,1035.0,46.0,75,1,34,3,9,1000,10,100,75
1,0.060321250000001214,1077.0,48.0,75,1,35,3,9,1000,10,100,75
1,0.060321250000001214,1007.0,49.0,75,1,36,3,9,1000,10,100,75
1,0.060321250000001214,1040.0,50.0,75,1,37,3,9,1000,10,100,75
1,0.060321250000001214,1064.0,51.0,75,1,38,3,9,1000,10,100,75
1,0.060321250000001214,1003.0,52.0,75,1,39,3,9,1000,10,100,75
1,0.060321250000001214,1028.0,53.0,75,1,40,3,9,1000,10,100,75
1,0.060321250000001214,1060.0,55.0,75,1,41,3,9,1000,10,100,75
1,0.060321250000001214,1016.0,57.0,75,1,42,3,9,1000,10,100,75
1,0.060321250000001214,1014.0,58.0,75,1,43,3,9,1000,10,100,75
1,0.060321250000001214,1026.0,60.0,75,1,44,3,9,1000,10,100,75
1,0.060321250000001214,1088.0,61.0,75,1,45,3,9,1000,10,100,75
1,0.060321250000001214,1026.0,62.0,75,1,46,3,9,1000,10,100,75
1,0.060321250000001214,1075.0,64.0,75,1,47,3,9,1000,10,100,75
1,0.060321250000001214,988.0,66.0,75,1,48,3,9,1000,10,100,75
1,0.060321250000001214,1031.0,67.0,75,1,49,3,9,1000,10,100,75
1,0.060321250000001214,1000.0,69.0,75,1,50,3,9,1000,10,100,75
1,0.060321250000001214,1095.0,70.0,75,1,51,3,9,1000,10,100,75
1,0.060321250000001214,1080.0,71.0,75,1,52,3,9,1000,10,100,75
1,0.060321250000001214,1017.0,72.0,75,1,53,3,9,1000,10,100,75
1,0.060321250000001214,1052.0,73.0,75,1,54,3,9,1000,10,100,75
1,0.060321250000001214,1042.0,75.0,75,1,55,3,9,1000,10,100,75
1,0.060321250000001214,1054.0,76.0,75,1,56,3,9,1000,10,100,75
1,0.060321250000001214,1043.0,78.0,75,1,57,3,9,1000,10,100,75
1,0.060321250000001214,1044.0,79.0,75,1,58,3,9,1000,10,100,75
1,0.060321250000001214,1007.0,81.0,75,1,59,3,9,1000,10,100,75
1,0.060321250000001214,1063.0,82.0,75,1,60,3,9,1000,10,100,75
1,0.060321250000001214,1029.0,83.0,75,1,61,3,9,1000,10,100,75
1,0.060321250000001214,1086.0,84.0,75,1,62,3,9,1000,10,100,75
1,0.060321250000001214,1014.0,86.0,75,1,63,3,9,1000,10,100,75
1,0.060321250000001214,1024.0,88.0,75,1,64,3,9,1000,10,100,75
1,0.060321250000001214,1034.0,89.0,75,1,65,3,9,1000,10,100,75
1,0.060321250000001214,1028.0,90.0,75,1,66,3,9,1000,10,100,75
1,0.060321250000001214,1058.0,91.0,75,1,67,3,9,1000,10,100,75
1,0.060321250000001214,963.0,93.0,75,1,68,3,9,1000,10,100,75
1,0.060321250000001214,1053.0,94.0,75,1,69,3,9,1000,10,100,75
1,0.060321250000001214,998.0,96.0,75,1,70,3,9,1000,10,100,75
1,0.060321250000001214,1002.0,98.0,75,1,71,3,9,1000,10,100,75
1,0.060321250000001214,1010.0,99.0,75,1,72,3,9,1000,10,100,75
1,0.060321250000001214,1011.0,100.0,75,1,73,3,9,1000,10,100,75
1,0.060321250000001214,1014.0,102.0,75,1,74,3,9,1000,10,100,75
1,0.060321250000001214,1071.0,103.0,75,1,75,3,9,1000,10,100,75
0,0.034742375000000436,1057.0,0.0,75,1,0,3,10,1000,10,100,75
1,0.05468595800000031,1057.0,1.0,75,1,0,3,10,1000,10,100,75
1,0.05468595800000031,1018.0,3.0,75,1,1,3,10,1000,10,100,75
1,0.05468595800000031,1047.0,4.0,75,1,2,3,10,1000,10,100,75
1,0.05468595800000031,1042.0,5.0,75,1,3,3,10,1000,10,100,75
1,0.05468595800000031,1022.0,7.0,75,1,4,3,10,1000,10,100,75
1,0.05468595800000031,1034.0,8.0,75,1,5,3,10,1000,10,100,75
1,0.05468595800000031,1024.0,10.0,75,1,6,3,10,1000,10,100,75
1,0.05468595800000031,1041.0,11.0,75,1,7,3,10,1000,10,100,75
1,0.05468595800000031,1079.0,12.0,75,1,8,3,10,1000,10,100,75
1,0.05468595800000031,968.0,13.0,75,1,9,3,10,1000,10,100,75
1,0.05468595800000031,1034.0,15.0,75,1,10,3,10,1000,10,100,75
1,0.05468595800000031,1036.0,16.0,75,1,11,3,10,1000,10,100,75
1,0.05468595800000031,1075.0,17.0,75,1,12,3,10,1000,10,100,75
1,0.05468595800000031,998.0,18.0,75,1,13,3,10,1000,10,100,75
1,0.05468595800000031,1009.0,20.0,75,1,14,3,10,1000,10,100,75
1,0.05468595800000031,1020.0,21.0,75,1,15,3,10,1000,10,100,75
1,0.05468595800000031,1033.0,22.0,75,1,16,3,10,1000,10,100,75
1,0.05468595800000031,1041.0,24.0,75,1,17,3,10,1000,10,100,75
1,0.05468595800000031,1031.0,26.0,75,1,18,3,10,1000,10,100,75
1,0.05468595800000031,1078.0,27.0,75,1,19,3,10,1000,10,100,75
1,0.05468595800000031,1095.0,28.0,75,1,20,3,10,1000,10,100,75
1,0.05468595800000031,1064.0,29.0,75,1,21,3,10,1000,10,100,75
1,0.05468595800000031,1033.0,30.0,75,1,22,3,10,1000,10,100,75
1,0.05468595800000031,1008.0,31.0,75,1,23,3,10,1000,10,100,75
1,0.05468595800000031,1021.0,33.0,75,1,24,3,10,1000,10,100,75
1,0.05468595800000031,1058.0,34.0,75,1,25,3,10,1000,10,100,75
1,0.05468595800000031,1055.0,35.0,75,1,26,3,10,1000,10,100,75
1,0.05468595800000031,1052.0,37.0,75,1,27,3,10,1000,10,100,75
1,0.05468595800000031,952.0,39.0,75,1,28,3,10,1000,10,100,75
1,0.05468595800000031,1056.0,40.0,75,1,29,3,10,1000,10,100,75
1,0.05468595800000031,1046.0,41.0,75,1,30,3,10,1000,10,100,75
1,0.05468595800000031,1092.0,42.0,75,1,31,3,10,1000,10,100,75
1,0.05468595800000031,1072.0,44.0,75,1,32,3,10,1000,10,100,75
1,0.05468595800000031,1076.0,45.0,75,1,33,3,10,1000,10,100,75
1,0.05468595800000031,1035.0,46.0,75,1,34,3,10,1000,10,100,75
1,0.05468595800000031,1077.0,48.0,75,1,35,3,10,1000,10,100,75
1,0.05468595800000031,1007.0,49.0,75,1,36,3,10,1000,10,100,75
1,0.05468595800000031,1040.0,50.0,75,1,37,3,10,1000,10,100,75
1,0.05468595800000031,1064.0,51.0,75,1,38,3,10,1000,10,100,75
1,0.05468595800000031,1003.0,52.0,75,1,39,3,10,1000,10,100,75
1,0.05468595800000031,1028.0,53.0,75,1,40,3,10,1000,10,100,75
1,0.05468595800000031,1060.0,55.0,75,1,41,3,10,1000,10,100,75
1,0.05468595800000031,1016.0,57.0,75,1,42,3,10,1000,10,100,75
1,0.05468595800000031,1014.0,58.0,75,1,43,3,10,1000,10,100,75
1,0.05468595800000031,1026.0,60.0,75,1,44,3,10,1000,10,100,75
1,0.05468595800000031,1088.0,61.0,75,1,45,3,10,1000,10,100,75
1,0.05468595800000031,1026.0,62.0,75,1,46,3,10,1000,10,100,75
1,0.05468595800000031,1075.0,64.0,75,1,47,3,10,1000,10,100,75
1,0.05468595800000031,988.0,66.0,75,1,48,3,10,1000,10,100,75
1,0.05468595800000031,1031.0,67.0,75,1,49,3,10,1000,10,100,75
1,0.05468595800000031,1000.0,69.0,75,1,50,3,10,1000,10,100,75
1,0.05468595800000031,1095.0,70.0,75,1,51,3,10,1000,10,100,75
1,0.05468595800000031,1080.0,71.0,75,1,52,3,10,1000,10,100,75
1,0.05468595800000031,1017.0,72.0,75,1,53,3,10,1000,10,100,75
1,0.05468595800000031,1052.0,73.0,75,1,54,3,10,1000,10,100,75
1,0.05468595800000031,1042.0,75.0,75,1,55,3,10,1000,10,100,75
1,0.05468595800000031,1054.0,76.0,75,1,56,3,10,1000,10,100,75
1,0.05468595800000031,1043.0,78.0,75,1,57,3,10,1000,10,100,75
1,0.05468595800000031,1044.0,79.0,75,1,58,3,10,1000,10,100,75
1,0.05468595800000031,1007.0,81.0,75,1,59,3,10,1000,10,100,75
1,0.05468595800000031,1063.0,82.0,75,1,60,3,10,1000,10,100,75
1,0.05468595800000031,1029.0,83.0,75,1,61,3,10,1000,10,100,75
1,0.05468595800000031,1086.0,84.0,75,1,62,3,10,1000,10,100,75
1,0.05468595800000031,1014.0,86.0,75,1,63,3,10,1000,10,100,75
1,0.05468595800000031,1024.0,88.0,75,1,64,3,10,1000,10,100,75
1,0.05468595800000031,1034.0,89.0,75,1,65,3,10,1000,10,100,75
1,0.05468595800000031,1028.0,90.0,75,1,66,3,10,1000,10,100,75
1,0.05468595800000031,1058.0,91.0,75,1,67,3,10,1000,10,100,75
1,0.05468595800000031,963.0,93.0,75,1,68,3,10,1000,10,100,75
1,0.05468595800000031,1053.0,94.0,75,1,69,3,10,1000,10,100,75
1,0.05468595800000031,998.0,96.0,75,1,70,3,10,1000,10,100,75
1,0.05468595800000031,1002.0,98.0,75,1,71,3,10,1000,10,100,75
1,0.05468595800000031,1010.0,99.0,75,1,72,3,10,1000,10,100,75
1,0.05468595800000031,1011.0,100.0,75,1,73,3,10,1000,10,100,75
1,0.05468595800000031,1014.0,102.0,75,1,74,3,10,1000,10,100,75
1,0.05468595800000031,1071.0,103.0,75,1,75,3,10,1000,10,100,75
0,0.036022875000000454,1057.0,0.0,75,1,0,3,11,1000,10,100,75
1,0.05876191599999814,1057.0,1.0,75,1,0,3,11,1000,10,100,75
1,0.05876191599999814,1018.0,3.0,75,1,1,3,11,1000,10,100,75
1,0.05876191599999814,1047.0,4.0,75,1,2,3,11,1000,10,100,75
1,0.05876191599999814,1042.0,5.0,75,1,3,3,11,1000,10,100,75
1,0.05876191599999814,1022.0,7.0,75,1,4,3,11,1000,10,100,75
1,0.05876191599999814,1034.0,8.0,75,1,5,3,11,1000,10,100,75
1,0.05876191599999814,1024.0,10.0,75,1,6,3,11,1000,10,100,75
1,0.05876191599999814,1041.0,11.0,75,1,7,3,11,1000,10,100,75
1,0.05876191599999814,1079.0,12.0,75,1,8,3,11,1000,10,100,75
1,0.05876191599999814,968.0,13.0,75,1,9,3,11,1000,10,100,75
1,0.05876191599999814,1034.0,15.0,75,1,10,3,11,1000,10,100,75
1,0.05876191599999814,1036.0,16.0,75,1,11,3,11,1000,10,100,75
1,0.05876191599999814,1075.0,17.0,75,1,12,3,11,1000,10,100,75
1,0.05876191599999814,998.0,18.0,75,1,13,3,11,1000,10,100,75
1,0.05876191599999814,1009.0,20.0,75,1,14,3,11,1000,10,100,75
1,0.05876191599999814,1020.0,21.0,75,1,15,3,11,1000,10,100,75
1,0.05876191599999814,1033.0,22.0,75,1,16,3,11,1000,10,100,75
1,0.05876191599999814,1041.0,24.0,75,1,17,3,11,1000,10,100,75
1,0.05876191599999814,1031.0,26.0,75,1,18,3,11,1000,10,100,75
1,0.05876191599999814,1078.0,27.0,75,1,19,3,11,1000,10,100,75
1,0.05876191599999814,1095.0,28.0,75,1,20,3,11,1000,10,100,75
1,0.05876191599999814,1064.0,29.0,75,1,21,3,11,1000,10,100,75
1,0.05876191599999814,1033.0,30.0,75,1,22,3,11,1000,10,100,75
1,0.05876191599999814,1008.0,31.0,75,1,23,3,11,1000,10,100,75
1,0.05876191599999814,1021.0,33.0,75,1,24,3,11,1000,10,100,75
1,0.05876191599999814,1058.0,34.0,75,1,25,3,11,1000,10,100,75
1,0.05876191599999814,1055.0,35.0,75,1,26,3,11,1000,10,100,75
1,0.05876191599999814,1052.0,37.0,75,1,27,3,11,1000,10,100,75
1,0.05876191599999814,952.0,39.0,75,1,28,3,11,1000,10,100,75
1,0.05876191599999814,1056.0,40.0,75,1,29,3,11,1000,10,100,75
1,0.05876191599999814,1046.0,41.0,75,1,30,3,11,1000,10,100,75
1,0.05876191599999814,1092.0,42.0,75,1,31,3,11,1000,10,100,75
1,0.05876191599999814,1072.0,44.0,75,1,32,3,11,1000,10,100,75
1,0.05876191599999814,1076.0,45.0,75,1,33,3,11,1000,10,100,75
1,0.05876191599999814,1035.0,46.0,75,1,34,3,11,1000,10,100,75
1,0.05876191599999814,1077.0,48.0,75,1,35,3,11,1000,10,100,75
1,0.05876191599999814,1007.0,49.0,75,1,36,3,11,1000,10,100,75
1,0.05876191599999814,1040.0,50.0,75,1,37,3,11,1000,10,100,75
1,0.05876191599999814,1064.0,51.0,75,1,38,3,11,1000,10,100,75
1,0.05876191599999814,1003.0,52.0,75,1,39,3,11,1000,10,100,75
1,0.05876191599999814,1028.0,53.0,75,1,40,3,11,1000,10,100,75
1,0.05876191599999814,1060.0,55.0,75,1,41,3,11,1000,10,100,75
1,0.05876191599999814,1016.0,57.0,75,1,42,3,11,1000,10,100,75
1,0.05876191599999814,1014.0,58.0,75,1,43,3,11,1000,10,100,75
1,0.05876191599999814,1026.0,60.0,75,1,44,3,11,1000,10,100,75
1,0.05876191599999814,1088.0,61.0,75,1,45,3,11,1000,10,100,75
1,0.05876191599999814,1026.0,62.0,75,1,46,3,11,1000,10,100,75
1,0.05876191599999814,1075.0,64.0,75,1,47,3,11,1000,10,100,75
1,0.05876191599999814,988.0,66.0,75,1,48,3,11,1000,10,100,75
1,0.05876191599999814,1031.0,67.0,75,1,49,3,11,1000,10,100,75
1,0.05876191599999814,1000.0,69.0,75,1,50,3,11,1000,10,100,75
1,0.05876191599999814,1095.0,70.0,75,1,51,3,11,1000,10,100,75
1,0.05876191599999814,1080.0,71.0,75,1,52,3,11,1000,10,100,75
1,0.05876191599999814,1017.0,72.0,75,1,53,3,11,1000,10,100,75
1,0.05876191599999814,1052.0,73.0,75,1,54,3,11,1000,10,100,75
1,0.05876191599999814,1042.0,75.0,75,1,55,3,11,1000,10,100,75
1,0.05876191599999814,1054.0,76.0,75,1,56,3,11,1000,10,100,75
1,0.05876191599999814,1043.0,78.0,75,1,57,3,11,1000,10,100,75
1,0.05876191599999814,1044.0,79.0,75,1,58,3,11,1000,10,100,75
1,0.05876191599999814,1007.0,81.0,75,1,59,3,11,1000,10,100,75
1,0.05876191599999814,1063.0,82.0,75,1,60,3,11,1000,10,100,75
1,0.05876191599999814,1029.0,83.0,75,1,61,3,11,1000,10,100,75
1,0.05876191599999814,1086.0,84.0,75,1,62,3,11,1000,10,100,75
1,0.05876191599999814,1014.0,86.0,75,1,63,3,11,1000,10,100,75
1,0.05876191599999814,1024.0,88.0,75,1,64,3,11,1000,10,100,75
1,0.05876191599999814,1034.0,89.0,75,1,65,3,11,1000,10,100,75
1,0.05876191599999814,1028.0,90.0,75,1,66,3,11,1000,10,100,75
1,0.05876191599999814,1058.0,91.0,75,1,67,3,11,1000,10,100,75
1,0.05876191599999814,963.0,93.0,75,1,68,3,11,1000,10,100,75
1,0.05876191599999814,1053.0,94.0,75,1,69,3,11,1000,10,100,75
1,0.05876191599999814,998.0,96.0,75,1,70,3,11,1000,10,100,75
1,0.05876191599999814,1002.0,98.0,75,1,71,3,11,1000,10,100,75
1,0.05876191599999814,1010.0,99.0,75,1,72,3,11,1000,10,100,75
1,0.05876191599999814,1011.0,100.0,75,1,73,3,11,1000,10,100,75
1,0.05876191599999814,1014.0,102.0,75,1,74,3,11,1000,10,100,75
1,0.05876191599999814,1071.0,103.0,75,1,75,3,11,1000,10,100,75
0,0.03621849999999682,1057.0,0.0,100,1,0,4,12,1000,10,100,100
1,0.05831024999999812,1057.0,1.0,100,1,0,4,12,1000,10,100,100
1,0.05831024999999812,1018.0,3.0,100,1,1,4,12,1000,10,100,100
1,0.05831024999999812,1047.0,4.0,100,1,2,4,12,1000,10,100,100
1,0.05831024999999812,1042.0,5.0,100,1,3,4,12,1000,10,100,100
1,0.05831024999999812,1022.0,7.0,100,1,4,4,12,1000,10,100,100
1,0.05831024999999812,1034.0,8.0,100,1,5,4,12,1000,10,100,100
1,0.05831024999999812,1024.0,10.0,100,1,6,4,12,1000,10,100,100
1,0.05831024999999812,1041.0,11.0,100,1,7,4,12,1000,10,100,100
1,0.05831024999999812,1079.0,12.0,100,1,8,4,12,1000,10,100,100
1,0.05831024999999812,968.0,13.0,100,1,9,4,12,1000,10,100,100
1,0.05831024999999812,1034.0,15.0,100,1,10,4,12,1000,10,100,100
1,0.05831024999999812,1036.0,16.0,100,1,11,4,12,1000,10,100,100
1,0.05831024999999812,1075.0,17.0,100,1,12,4,12,1000,10,100,100
1,0.05831024999999812,998.0,18.0,100,1,13,4,12,1000,10,100,100
1,0.05831024999999812,1009.0,20.0,100,1,14,4,12,1000,10,100,100
1,0.05831024999999812,1020.0,21.0,100,1,15,4,12,1000,10,100,100
1,0.05831024999999812,1033.0,22.0,100,1,16,4,12,1000,10,100,100
1,0.05831024999999812,1041.0,24.0,100,1,17,4,12,1000,10,100,100
1,0.05831024999999812,1031.0,26.0,100,1,18,4,12,1000,10,100,100
1,0.05831024999999812,1078.0,27.0,100,1,19,4,12,1000,10,100,100
1,0.05831024999999812,1095.0,28.0,100,1,20,4,12,1000,10,100,100
1,0.05831024999999812,1064.0,29.0,100,1,21,4,12,1000,10,100,100
1,0.05831024999999812,1033.0,30.0,100,1,22,4,12,1000,10,100,100
1,0.05831024999999812,1008.0,31.0,100,1,23,4,12,1000,10,100,100
1,0.05831024999999812,1021.0,33.0,100,1,24,4,12,1000,10,100,100
1,0.05831024999999812,1058.0,34.0,100,1,25,4,12,1000,10,100,100
1,0.05831024999999812,1055.0,35.0,100,1,26,4,12,1000,10,100,100
1,0.05831024999999812,1052.0,37.0,100,1,27,4,12,1000,10,100,100
1,0.05831024999999812,952.0,39.0,100,1,28,4,12,1000,10,100,100
1,0.05831024999999812,1056.0,40.0,100,1,29,4,12,1000,10,100,100
1,0.05831024999999812,1046.0,41.0,100,1,30,4,12,1000,10,100,100
1,0.05831024999999812,1092.0,42.0,100,1,31,4,12,1000,10,100,100
1,0.05831024999999812,1072.0,44.0,100,1,32,4,12,1000,10,100,100
1,0.05831024999999812,1076.0,45.0,100,1,33,4,12,1000,10,100,100
1,0.05831024999999812,1035.0,46.0,100,1,34,4,12,1000,10,100,100
1,0.05831024999999812,1077.0,48.0,100,1,35,4,12,1000,10,100,100
1,0.05831024999999812,1007.0,49.0,100,1,36,4,12,1000,10,100,100
1,0.05831024999999812,1040.0,50.0,100,1,37,4,12,1000,10,100,100
1,0.05831024999999812,1064.0,51.0,100,1,38,4,12,1000,10,100,100
1,0.05831024999999812,1003.0,52.0,100,1,39,4,12,1000,10,100,100
1,0.05831024999999812,1028.0,53.0,100,1,40,4,12,1000,10,100,100
1,0.05831024999999812,1060.0,55.0,100,1,41,4,12,1000,10,100,100
